0,1,2
2021-07-01 04:37:14,1410457446418579465,@tubirfess gue yg dulu biasa aja karna ada covid sampe skrg parno bgt. pilek dikit auto mikir 'duh gue covid gak ye… https://t.co/2MA7MQLvfd
2021-07-01 04:36:12,1410457185700651012,"@galaxyzero @tubirfess karna si tasya jg parno bgt sama penyakit anjir. selama pandemic dia kebanyakan dirumah, ya… https://t.co/049mGUmhtk"
2021-06-30 18:19:00,1410301861458968576,@arbooooooooo ga jing😭🙏🏻 gapunya mata dia
2021-06-30 18:17:55,1410301589684822016,@vaslin____ ga
2021-06-30 18:17:28,1410301476736360452,@arbooooooooo jijik anjir
2021-06-30 12:07:28,1410208363795783683,"pdhl kasarnya tmn gue ini dibawah dia gt ekonominya. mampu mah mampu tmn gue, tp si kenalan gue ini lebih kaya (setau gue)"
2021-06-30 12:06:27,1410208104562651139,"punya kenalan make iphone 11, vespa matic. trs kmrn dia minjem duit ke tmn gue 100k sm 200k (tp yg 200k gak dikasih… https://t.co/wxfyS71gF9"
2021-06-30 11:56:58,1410205718272045059,@Mister_Hinyai @ceuuhaji @ZOO_FESS tp emg iya?
2021-06-30 11:56:45,1410205663658008576,@Mister_Hinyai @ceuuhaji @ZOO_FESS heh🙂
2021-06-30 11:39:50,1410201408297574403,@oreo_frapp @collegemenfess ingin positif thinking hasil...
2021-06-30 11:39:29,1410201320364015621,@AREAJULID anjrit
2021-06-30 11:39:17,1410201268312678402,@AREAJULID ketat amat tu peraturan kyk lg corona
2021-06-30 11:38:15,1410201010593681408,"@yoriyorikawaii @collegemenfess eh engga, ukt aku mah 5jt, msk kampus kmrn 20jt. emg bingung si jadi kaum menengah.… https://t.co/BE0DJtWYbo"
2021-06-30 11:37:07,1410200721882980353,@collegemenfess emg lu doang nder yg berjuang dan bertahan? :(( kita semua jg bertahan dan berjuang kok WKWKWK
2021-06-30 11:34:18,1410200016984051712,@yoriyorikawaii @collegemenfess jujur sama HAHAHA. alhamdulillah walaupun aku dr kaum menengah gatau keatas gatau k… https://t.co/Mg0ATT8bf4
2021-06-30 11:31:55,1410199416699375621,@minggu_pon7 @jinniyaaa @AREAJULID tp dia kyknya setan sih bukan manusia
2021-06-30 11:30:44,1410199119201665026,@rozaqazor @SeputarTetangga jujur pernah ngerasain bgt. wkt itu lg dirumah sodara si. karna dia tinggal di lingkung… https://t.co/w4DSYELYBr
2021-06-30 11:29:56,1410198917757640705,@yourstarlet_ @rozaqazor @SeputarTetangga terbanting dgn suara karoke wkwk
2021-06-30 05:55:43,1410114808301580288,@VALLYNOV @AREAJULID iyaa itu tu kasusnya. kasian dedeknya
2021-06-30 02:02:15,1410056054264647683,RT @DiShopee_: @anandacinthia @ohmybeautybank Bantu jawab ka-ns https://t.co/er9ANYavWK
2021-06-29 16:37:27,1409913918965747718,"@AREAJULID bahkan dulu tante gue yg baru lahiran, sm mertuanya si anak gabole dipegang orglain selain ibunya, mertua ceweknya sm papahnya."
2021-06-29 16:36:06,1409913579059351557,"@AREAJULID tp kalo bisa gausa megang si guys, agak ngeri ngeri syedeppp. tp kalo mau megang baiknya izin dulu, kalo… https://t.co/EGCwTqbGmt"
2021-06-29 16:34:59,1409913294760992773,@AREAJULID iya emg harus hati hati kalo mau noel atau megang bayi. pernah jg kan ada kasusnya sama begini bbrp thn… https://t.co/rIqx2VjfGE
2021-06-29 16:25:47,1409910979366842368,"RT @angga_fzn: Beberapa contoh CV dan Cover Letter yang bisa jadi referensi.

Suka bingung mau pake template CV kek mana. Dibuat yang aneh2…"
2021-06-29 09:36:51,1409808071820382216,@tubirfess gue yg 02 menolak cpt gede🙏🏻
2021-06-29 07:45:58,1409780163290624002,@collegemenfess UI DONG XIXIXIXIXI
2021-06-29 07:45:21,1409780012035710980,@collegemenfess aku mawu
2021-06-29 07:16:00,1409772623173619731,@collegemenfess smt 1 biasanya msh dikasih paketan dr kampus
2021-06-28 12:07:56,1409483702426501132,@collegemenfess manajemen :)
